,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,35,47,7,699,57*,17.47,1257,55.60,0,2,91,23,12,0
List A,9,8,2,47,19,7.83,57,82.45,0,0,5,2,2,0
Twenty20,11,7,2,14,6,2.80,16,87.50,0,0,1,1,5,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,35,57,6602,3693,105,8/10,12/64,35.17,3.35,62.8,7,3,1
List A,9,9,408,356,14,3/43,3/43,25.42,5.23,29.1,0,0,0
Twenty20,11,11,234,316,6,2/32,2/32,52.66,8.10,39.0,0,0,0



