,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,58,96,5,3491,137,38.36,6573,53.11,8,22,443,10,92,4
List A,45,40,9,1040,72,33.54,1421,73.18,0,5,76,13,39,2
Twenty20,35,29,12,460,103*,27.05,410,112.19,1,1,28,11,17,4



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,58,1,12,21,0,-,-,-,10.50,-,0,0,0
List A,45,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,35,-,-,-,-,-,-,-,-,-,-,-,-



