,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,12,2,1,5,3*,5.00,15,33.33,0,0,0,0,3,0
T20Is,3,-,-,-,-,-,-,-,-,-,-,-,1,0
First-class,33,41,15,438,51,16.84,1397,31.35,0,2,56,1,12,0
List A,40,18,8,59,19,5.90,97,60.82,0,0,5,0,7,0
Twenty20,18,5,4,17,8*,17.00,15,113.33,0,0,1,0,3,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,12,11,596,621,14,3/67,3/67,44.35,6.25,42.5,0,0,0
T20Is,3,3,66,90,3,3/26,3/26,30.00,8.18,22.0,0,0,0
First-class,33,59,5998,2789,94,7/31,9/72,29.67,2.78,63.8,2,3,0
List A,40,39,2047,1885,55,5/63,5/63,34.27,5.52,37.2,2,1,0
Twenty20,18,18,396,530,21,3/26,3/26,25.23,8.03,18.8,0,0,0

