,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,30,25,9,663,71*,41.43,777,85.32,0,5,64,0,7,0
T20Is,3,3,0,16,8,5.33,19,84.21,0,0,1,0,1,0
First-class,99,183,18,6619,213,40.11,12577,52.62,14,35,,,46,0
List A,137,128,24,3965,112*,38.12,4829,82.10,5,28,,,36,0
Twenty20,68,62,7,1190,71,21.63,1015,117.24,0,6,97,22,33,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,30,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,3,-,-,-,-,-,-,-,-,-,-,-,-
First-class,99,,149,99,2,2/32,2/32,49.50,3.98,74.5,0,0,0
List A,137,,30,22,1,1/8,1/8,22.00,4.40,30.0,0,0,0
Twenty20,68,-,-,-,-,-,-,-,-,-,-,-,-

