,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,7,4,2,185,104*,92.50,173,106.93,1,1,14,2,1,0
T20Is,6,4,0,67,48,16.75,58,115.51,0,0,2,4,1,0
First-class,77,118,13,5184,218,49.37,8035,64.51,16,23,606,81,117,0
List A,98,93,13,3015,110,37.68,3300,91.36,5,19,248,68,48,0
Twenty20,141,132,18,2950,114*,25.87,2510,117.52,1,13,266,79,69,2

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,7,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,6,-,-,-,-,-,-,-,-,-,-,-,-
First-class,77,34,571,244,5,2/45,2/45,48.80,2.56,114.2,0,0,0
List A,98,19,422,376,8,3/25,3/25,47.00,5.34,52.7,0,0,0
Twenty20,141,10,168,212,10,4/27,4/27,21.20,7.57,16.8,2,0,0

