,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,34,51,5,1596,139,34.69,2984,53.48,3,11,184,18,43,0
List A,38,36,9,1059,111*,39.22,1238,85.54,1,4,92,24,18,0
Twenty20,38,35,8,806,71*,29.85,713,113.04,0,5,60,25,20,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,34,16,506,244,5,3/55,3/108,48.80,2.89,101.2,0,0,0
List A,38,3,72,60,3,2/29,2/29,20.00,5.00,24.0,0,0,0
Twenty20,38,7,126,113,6,2/15,2/15,18.83,5.38,21.0,0,0,0



