,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,40,62,6,1900,169,33.92,3277,57.97,3,11,260,22,31,0
ODIs,293,268,39,8329,139,36.37,9547,87.24,13,51,862,148,93,0
T20Is,55,48,9,1134,77*,29.07,828,136.95,0,8,75,71,12,0
First-class,128,204,18,8132,209,43.72,,,24,34,,,113,0
List A,395,362,54,11717,172,38.04,,,18,73,,,127,0
Twenty20,187,176,23,4047,83,26.45,3086,131.14,0,23,315,225,43,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,40,35,931,547,9,2/9,2/20,60.77,3.52,103.4,0,0,0
ODIs,293,158,4988,4238,111,5/31,5/31,38.18,5.09,44.9,2,1,0
T20Is,55,31,424,499,28,3/17,3/17,17.82,7.06,15.1,0,0,0
First-class,128,,3138,1807,38,5/94,,47.55,3.45,82.5,,1,0
List A,395,,6753,5699,161,5/31,5/31,35.39,5.06,41.9,2,1,0
Twenty20,187,117,1501,1816,79,4/29,4/29,22.98,7.25,19.0,2,0,0
