,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,48,62,8,1481,104,27.42,2890,51.24,2,6,167,19,20,0
List A,29,25,7,406,72*,22.55,529,76.74,0,2,31,8,7,0
Twenty20,25,20,5,155,42,10.33,131,118.32,0,0,10,5,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,48,81,8808,4436,146,6/38,8/144,30.38,3.02,60.3,8,4,0
List A,29,29,1353,1272,43,5/18,5/18,29.58,5.64,31.4,3,1,0
Twenty20,25,25,463,626,26,3/22,3/22,24.07,8.11,17.8,0,0,0



