,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,46,42,6,934,86,25.94,1031,90.59,0,6,107,19,19,2
T20Is,13,12,2,249,50,24.90,211,118.00,0,1,26,6,2,0
First-class,123,206,5,8465,162,42.11,,,20,48,,,117,2
List A,168,163,11,5642,169,37.11,6019,93.73,14,29,,,87,4
Twenty20,198,192,20,5059,92,29.41,3811,132.74,0,26,527,159,96,32

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,46,1,2,0,0,-,-,-,0.00,-,0,0,0
T20Is,13,-,-,-,-,-,-,-,-,-,-,-,-
First-class,123,,727,460,12,3/26,5/67,38.33,3.79,60.5,0,0,0
List A,168,,272,266,5,2/19,2/19,53.20,5.86,54.4,0,0,0
Twenty20,198,1,6,11,0,-,-,-,11.00,-,0,0,0

