,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,46,73,7,856,106,12.96,1368,62.57,1,1,116,19,8,0
ODIs,85,40,9,276,43*,8.90,318,86.79,0,0,31,5,20,0
T20Is,23,12,6,84,21,14.00,75,112.00,0,0,7,3,6,0
First-class,94,144,19,1480,106,11.84,,,1,1,,,21,0
List A,110,53,14,388,43*,9.94,,,0,0,,,25,0
Twenty20,72,32,15,174,21,10.23,160,108.75,0,0,13,7,14,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,46,78,7757,4480,130,6/47,9/95,34.46,3.46,59.6,5,4,0
ODIs,85,83,4143,3549,126,5/48,5/48,28.16,5.13,32.8,3,1,0
T20Is,23,23,450,614,24,3/6,3/6,25.58,8.18,18.7,0,0,0
First-class,94,,14596,7852,292,8/59,,26.89,3.22,49.9,10,14,2
List A,110,,5312,4396,168,5/48,5/48,26.16,4.96,31.6,4,1,0
Twenty20,72,72,1546,2002,87,5/10,5/10,23.01,7.76,17.7,1,1,0
