,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,18,29,4,600,87,24.00,1106,54.24,0,2,66,11,8,0
ODIs,41,37,8,1076,102*,37.10,1143,94.13,1,7,97,24,18,0
T20Is,9,9,3,133,36,22.16,104,127.88,0,0,6,8,2,0
First-class,64,106,10,2912,211,30.33,5271,55.24,4,16,410,42,34,0
List A,81,75,13,2181,104,35.17,2414,90.34,2,14,192,49,38,0
Twenty20,59,52,14,1110,77*,29.21,924,120.12,0,5,64,55,22,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,18,33,1675,981,27,4/61,5/86,36.33,3.51,62.0,1,0,0
ODIs,41,39,1380,1285,37,5/33,5/33,34.72,5.58,37.2,1,1,0
T20Is,9,7,102,145,4,1/17,1/17,36.25,8.52,25.5,0,0,0
First-class,64,86,5187,2886,103,6/84,9/156,28.01,3.33,50.3,5,1,0
List A,81,66,2448,2210,77,5/33,5/33,28.70,5.41,31.7,3,2,0
Twenty20,59,45,695,943,37,4/6,4/6,25.48,8.14,18.7,2,0,0
