,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,2,1,8,4*,8.00,28,28.57,0,0,0,0,0,0
ODIs,2,-,-,-,-,-,-,-,-,-,-,-,3,0
T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,49,69,8,1490,120,24.42,3210,46.41,1,11,184,21,19,0
List A,58,44,11,751,65*,22.75,850,88.35,0,3,55,28,19,0
Twenty20,90,62,19,911,67,21.18,740,123.10,0,2,59,41,17,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,1,2,294,238,4,2/95,4/238,59.50,4.85,73.5,0,0,0
ODIs,2,2,114,125,0,-,-,-,6.57,-,0,0,0
T20Is,1,1,24,28,1,1/28,1/28,28.00,7.00,24.0,0,0,0
First-class,49,73,6483,3449,107,8/97,8/75,32.23,3.19,60.5,3,5,0
List A,58,53,2611,2035,66,5/13,5/13,30.83,4.67,39.5,0,1,0
Twenty20,90,81,1483,1843,69,5/24,5/24,26.71,7.45,21.4,1,1,0
