,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,2,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,59,72,19,646,74,12.18,1091,59.21,0,2,87,17,13,0
List A,44,12,6,34,12,5.66,54,62.96,0,0,2,1,8,0
Twenty20,61,13,8,22,8*,4.40,43,51.16,0,0,2,1,10,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,2,2,36,71,0,-,-,-,11.83,-,0,0,0
First-class,59,103,9964,5374,188,6/84,10/137,28.58,3.23,53.0,6,10,1
List A,44,43,2076,1667,63,6/49,6/49,26.46,4.81,32.9,3,1,0
Twenty20,61,61,1359,1723,77,4/30,4/30,22.37,7.60,17.6,2,0,0


