,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,8,10,2,92,30,11.50,241,38.17,0,0,13,0,3,0
Twenty20,8,4,1,17,12,5.66,18,94.44,0,0,3,0,4,0




,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,8,13,872,419,21,5/67,6/91,19.95,2.88,41.5,1,1,0
Twenty20,8,8,163,215,9,3/7,3/7,23.88,7.91,18.1,0,0,0




