,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,8,9,0,51,31,5.66,126,40.47,0,0,5,1,1,0
ODIs,30,16,6,120,21*,12.00,152,78.94,0,0,8,3,11,0
T20Is,5,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,106,115,16,1202,49*,12.14,,,0,0,,,38,0
List A,100,52,17,328,28*,9.37,439,74.71,0,0,,,27,0
Twenty20,104,20,9,54,15,4.90,62,87.09,0,0,4,2,16,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,8,15,1756,1004,27,5/76,9/171,37.18,3.43,65.0,2,1,0
ODIs,30,30,1447,1344,34,4/48,4/48,39.52,5.57,42.5,1,0,0
T20Is,5,5,96,121,10,3/19,3/19,12.10,7.56,9.6,0,0,0
First-class,106,,18299,8615,330,7/42,,26.10,2.82,55.4,18,16,4
List A,100,,5131,4257,145,5/36,5/36,29.35,4.97,35.3,2,3,0
Twenty20,104,104,2161,2797,126,5/24,5/24,22.19,7.76,17.1,5,1,0
