,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,17,29,0,748,187,25.79,1347,55.53,2,3,106,5,11,0
List A,24,23,0,551,89,23.95,692,79.62,0,4,70,4,9,0
Twenty20,57,55,4,1349,77,26.45,1064,126.78,0,6,146,36,21,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,17,2,24,19,0,-,-,-,4.75,-,0,0,0
List A,24,1,6,13,1,1/13,1/13,13.00,13.00,6.0,0,0,0
Twenty20,57,-,-,-,-,-,-,-,-,-,-,-,-



