,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,8,10,1,88,43,9.77,231,38.09,0,0,11,0,2,0
ODIs,37,14,5,126,32*,14.00,178,70.78,0,0,10,1,10,0
T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,203,258,39,4423,96,20.19,,,0,21,,,143,0
List A,194,94,29,773,44,11.89,,,0,0,,,66,0
Twenty20,147,46,21,320,35,12.80,290,110.34,0,0,28,5,38,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,8,15,1932,820,24,4/44,7/76,34.16,2.54,80.5,1,0,0
ODIs,37,36,1907,1612,37,6/27,6/27,43.56,5.07,51.5,0,1,0
T20Is,1,1,24,27,0,-,-,-,6.75,-,0,0,0
First-class,203,,42547,17195,644,9/70,,26.70,2.42,66.0,,36,5
List A,194,,9619,7046,249,6/27,6/27,28.29,4.39,38.6,5,2,0
Twenty20,147,143,3069,3450,110,5/13,5/13,31.36,6.74,27.9,0,1,0
