,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,20,31,2,648,84,22.34,1101,58.85,0,4,79,3,7,0
ODIs,31,9,3,28,9,4.66,62,45.16,0,0,3,0,4,0
T20Is,8,-,-,-,-,-,-,-,-,-,-,-,1,0
First-class,143,206,26,4006,202*,22.25,,,1,17,,,73,0
List A,127,82,23,742,55,12.57,,,0,1,,,34,0
Twenty20,168,78,30,649,49,13.52,673,96.43,0,0,62,5,30,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,20,36,4648,2440,71,5/71,7/72,34.36,3.14,65.4,2,1,0
ODIs,31,29,1648,1296,49,6/48,6/48,26.44,4.71,33.6,2,1,0
T20Is,8,8,180,192,14,3/24,3/24,13.71,6.40,12.8,0,0,0
First-class,143,,28989,14606,507,6/66,,28.80,3.02,57.1,,21,1
List A,127,,6568,5031,207,6/25,6/25,24.30,4.59,31.7,7,4,0
Twenty20,168,167,3569,4183,199,5/17,5/17,21.02,7.03,17.9,4,2,0
