,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,21,35,2,1202,110,36.42,1902,63.19,3,7,169,10,7,0
List A,17,15,0,273,56,18.20,393,69.46,0,1,36,1,3,0
Twenty20,32,27,0,511,62,18.92,437,116.93,0,2,52,20,5,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,21,3,60,13,1,1/8,1/8,13.00,1.30,60.0,0,0,0
List A,17,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,32,-,-,-,-,-,-,-,-,-,-,-,-



