,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,2,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,46,63,8,828,69,15.05,1089,76.03,0,2,100,26,10,0
List A,39,25,9,287,44,17.93,255,112.54,0,0,15,18,9,0
Twenty20,69,35,13,311,42,14.13,215,144.65,0,0,22,18,10,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,2,2,78,76,2,2/65,2/65,38.00,5.84,39.0,0,0,0
First-class,46,77,8301,4393,142,6/143,10/68,30.93,3.17,58.4,6,7,1
List A,39,39,1951,1591,55,4/35,4/35,28.92,4.89,35.4,3,0,0
Twenty20,69,68,1433,1829,69,4/16,4/16,26.50,7.65,20.7,1,0,0


