,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,9,11,0,224,63,20.36,299,74.91,0,1,,,3,0
List A,10,7,1,93,47,15.50,76,122.36,0,0,,,0,0
Twenty20,11,10,3,104,28,14.85,107,97.19,0,0,15,1,2,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,9,,1380,732,33,7/59,,22.18,3.18,41.8,3,2,0
List A,10,,216,208,4,2/37,2/37,52.00,5.77,54.0,0,0,0
Twenty20,11,6,96,134,4,2/14,2/14,33.50,8.37,24.0,0,0,0



