,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,18,27,3,712,151*,29.66,1605,44.36,1,6,76,7,7,0
List A,20,17,4,235,31,18.07,368,63.85,0,0,15,3,10,0
Twenty20,49,37,9,561,44*,20.03,511,109.78,0,0,40,16,16,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,18,14,444,208,5,1/0,2/34,41.60,2.81,88.8,0,0,0
List A,20,9,439,363,17,5/48,5/48,21.35,4.96,25.8,0,1,0
Twenty20,49,21,285,350,21,3/13,3/13,16.66,7.36,13.5,0,0,0



