,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,71,82,15,775,40,11.56,1577,49.14,0,0,117,2,19,0
ODIs,108,41,16,246,32*,9.84,327,75.22,0,0,24,5,30,0
T20Is,39,5,3,16,8*,8.00,13,123.07,0,0,2,1,5,0
First-class,107,128,21,1483,82*,13.85,3005,49.35,0,4,,,39,0
List A,133,53,19,351,35,10.32,423,82.97,0,0,32,12,35,0
Twenty20,159,41,22,185,23*,9.73,157,117.83,0,0,15,6,25,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,71,132,13640,7098,242,6/23,8/196,29.33,3.12,56.3,13,6,0
ODIs,108,105,5388,4453,181,5/21,5/21,24.60,4.95,29.7,7,2,0
T20Is,39,39,832,1022,45,4/17,4/17,22.71,7.37,18.4,2,0,0
First-class,107,,19625,10374,376,6/23,,27.59,3.17,52.1,20,13,2
List A,133,128,6435,5285,210,5/21,5/21,25.16,4.92,30.6,8,3,0
Twenty20,159,157,3526,4366,174,4/17,4/17,25.09,7.42,20.2,4,0,0
