,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,104,181,8,8181,227,47.28,13255,61.72,23,35,985,81,62,0
ODIs,136,125,16,4440,130,40.73,5128,86.58,9,25,427,77,40,0
T20Is,37,36,5,1176,79,37.93,831,141.51,0,7,119,32,14,0
First-class,217,358,26,16522,355*,49.76,,,50,71,,,152,0
List A,253,233,34,8112,147,40.76,,,15,46,,,85,0
Twenty20,159,154,23,4551,115*,34.74,3343,136.13,3,26,408,169,56,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,104,58,1311,886,10,3/52,4/78,88.60,4.05,131.1,0,0,0
ODIs,136,23,400,370,7,2/22,2/22,52.85,5.55,57.1,0,0,0
T20Is,37,3,30,53,1,1/27,1/27,53.00,10.60,30.0,0,0,0
First-class,217,,6443,3760,73,4/31,,51.50,3.50,88.2,,0,0
List A,253,,2390,2122,41,3/14,3/14,51.75,5.32,58.2,0,0,0
Twenty20,159,30,396,534,17,3/33,3/33,31.41,8.09,23.2,0,0,0
