,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,2,4,1,10,9,3.33,20,50.00,0,0,2,0,2,0
ODIs,1,1,1,3,3*,-,3,100.00,0,0,0,0,1,0
First-class,93,127,29,1278,74,13.04,2008,63.64,0,3,,,22,0
List A,64,45,11,412,66,12.11,448,91.96,0,1,27,21,12,0
Twenty20,42,21,10,61,10,5.54,86,70.93,0,0,1,2,11,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,2,3,450,292,2,2/113,2/113,146.00,3.89,225.0,0,0,0
ODIs,1,1,42,45,0,-,-,-,6.42,-,0,0,0
First-class,93,,18758,9225,366,8/32,,25.20,2.95,51.2,22,23,4
List A,64,64,3276,2632,103,6/50,6/50,25.55,4.82,31.8,5,2,0
Twenty20,42,42,845,1073,33,3/29,3/29,32.51,7.61,25.6,0,0,0

