,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,70,86,23,567,37,9.00,1273,44.54,0,0,,,14,0
List A,74,33,8,204,38*,8.16,,,0,0,,,21,0
Twenty20,52,10,5,10,5,2.00,34,29.41,0,0,1,0,12,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,70,,12246,6699,166,7/110,,40.35,3.28,73.7,5,6,3
List A,74,,3145,2819,64,5/30,5/30,44.04,5.37,49.1,1,1,0
Twenty20,52,51,1008,1143,68,4/22,4/22,16.80,6.80,14.8,4,0,0



