,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,1,1,1,55,55*,-,61,90.16,0,1,7,1,0,0
First-class,81,146,9,5424,200*,39.59,12696,42.72,11,27,,,80,0
List A,69,69,6,2137,129*,33.92,3202,66.73,5,14,,,30,0
Twenty20,48,46,2,896,66,20.36,850,105.41,0,3,87,14,18,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
First-class,81,,1755,826,20,4/48,4/42,41.30,2.82,87.7,1,0,0
List A,69,,536,440,5,1/4,1/4,88.00,4.92,107.2,0,0,0
Twenty20,48,11,144,177,10,2/17,2/17,17.70,7.37,14.4,0,0,0


