,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,145,199,17,3154,99,17.32,5470,57.65,0,12,353,37,125,0
ODIs,194,107,29,1018,55,13.05,1413,72.04,0,1,60,13,80,0
First-class,301,404,48,6919,107*,19.43,,,2,26,,,264,0
List A,311,200,41,1879,55,11.81,,,0,1,,,126,0
Twenty20,73,32,10,210,34*,9.54,228,92.10,0,0,15,7,18,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,145,273,40705,17995,708,8/71,12/128,25.41,2.65,57.4,48,37,10
ODIs,194,191,10642,7541,293,5/33,5/33,25.73,4.25,36.3,12,1,0
First-class,301,,74830,34449,1319,8/71,,26.11,2.76,56.7,,69,12
List A,311,,16419,11642,473,6/42,6/42,24.61,4.25,34.7,20,3,0
Twenty20,73,71,1548,1863,70,4/21,4/21,26.61,7.22,22.1,1,0,0

