,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,8,14,2,246,58,20.50,476,51.68,0,1,34,3,3,0
List A,15,14,3,197,35,17.90,276,71.37,0,0,8,1,6,0
Twenty20,39,25,7,368,43,20.44,323,113.93,0,0,28,11,15,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,8,7,324,181,6,2/30,3/46,30.16,3.35,54.0,0,0,0
List A,15,7,142,115,6,2/8,2/8,19.16,4.85,23.6,0,0,0
Twenty20,39,14,152,215,9,3/22,3/22,23.88,8.48,16.8,0,0,0



