,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,26,45,4,1189,166,29.00,2417,49.19,2,6,180,9,22,0
List A,35,35,2,1055,150*,31.96,1363,77.40,2,5,142,12,20,6
Twenty20,22,22,1,421,78*,20.04,376,111.96,0,1,54,8,6,1



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,26,2,24,15,1,1/10,1/10,15.00,3.75,24.0,0,0,0
List A,35,2,24,21,0,-,-,-,5.25,-,0,0,0
Twenty20,22,-,-,-,-,-,-,-,-,-,-,-,-



