,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,74,130,9,5204,254*,43.00,,,13,24,,,26,0
List A,75,75,6,2495,127,36.15,,,5,17,,,19,0
Twenty20,63,63,3,1410,71*,23.50,1160,121.55,0,11,155,35,21,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,74,,144,92,1,1/21,,92.00,3.83,144.0,0,0,0
List A,75,,37,28,0,-,-,-,4.54,-,0,0,0
Twenty20,63,-,-,-,-,-,-,-,-,-,-,-,-



