,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,52,87,8,3209,230,40.62,5299,60.55,8,14,435,44,19,0
List A,47,44,3,1150,103*,28.04,1303,88.25,1,10,96,41,17,0
Twenty20,55,46,4,748,52,17.80,653,114.54,0,1,53,34,17,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,52,56,1977,1101,14,3/7,3/32,78.64,3.34,141.2,0,0,0
List A,47,30,953,770,23,5/38,5/38,33.47,4.84,41.4,0,1,0
Twenty20,55,33,445,483,17,3/19,3/19,28.41,6.51,26.1,0,0,0



