,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,5,6,2,83,25,20.75,238,34.87,0,0,9,0,3,0
ODIs,78,50,18,609,46,19.03,710,85.77,0,0,56,3,36,0
T20Is,40,20,9,201,34,18.27,165,121.81,0,0,15,9,17,0
First-class,90,149,22,4015,109,31.61,,,1,27,,,63,0
List A,184,136,39,2333,61,24.05,2820,82.73,0,9,,,70,0
Twenty20,184,134,45,1747,67*,19.62,1557,112.20,0,2,132,37,80,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,5,10,1017,573,17,4/56,7/102,33.70,3.38,59.8,1,0,0
ODIs,78,75,3823,2916,72,4/19,4/19,40.50,4.57,53.0,1,0,0
T20Is,40,39,774,823,37,3/16,3/16,22.24,6.37,20.9,0,0,0
First-class,90,,14656,7103,220,6/34,,32.28,2.90,66.6,,7,1
List A,184,,8782,6455,171,4/19,4/19,37.74,4.41,51.3,3,0,0
Twenty20,184,176,3672,3931,146,4/16,4/16,26.92,6.42,25.1,2,0,0
