,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,45,74,12,1598,101,25.77,3933,40.63,1,8,,,127,8
List A,35,34,3,757,101,24.41,1115,67.89,1,4,,,33,5
Twenty20,51,41,9,559,70,17.46,493,113.38,0,2,64,12,29,10



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,45,,6,5,0,-,-,-,5.00,-,0,0,0
List A,35,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,51,-,-,-,-,-,-,-,-,-,-,-,-



