,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,38,56,2,1468,200*,27.18,3794,38.69,2,6,149,14,37,0
List A,41,38,7,1348,104*,43.48,1578,85.42,2,9,118,11,10,0
Twenty20,51,38,4,667,48,19.61,510,130.78,0,0,58,19,18,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,38,24,684,324,8,3/24,3/24,40.50,2.84,85.5,0,0,0
List A,41,11,174,155,1,1/41,1/41,155.00,5.34,174.0,0,0,0
Twenty20,51,9,94,133,3,2/4,2/4,44.33,8.48,31.3,0,0,0



