,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,32,8,5,28,14*,9.33,43,65.11,0,0,1,0,7,0
First-class,12,19,1,323,55,17.94,,,0,1,,,7,0
List A,33,23,5,177,29,9.83,,,0,0,,,15,0
Twenty20,148,42,31,140,29*,12.72,161,86.95,0,0,6,4,42,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,32,32,720,671,42,4/15,4/15,15.97,5.59,17.1,1,0,0
First-class,12,,1256,525,14,2/9,,37.50,2.50,89.7,0,0,0
List A,33,,1501,917,35,4/34,4/34,26.20,3.66,42.8,1,0,0
Twenty20,148,145,3135,2932,146,5/22,5/22,20.08,5.61,21.4,1,1,0


