,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,82,111,34,849,65,11.02,,,0,3,,,16,0
List A,78,48,16,233,21*,7.28,308,75.64,0,0,,,17,0
Twenty20,103,23,11,71,12,5.91,77,92.20,0,0,5,1,23,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,82,,15142,6650,268,6/32,,24.81,2.63,56.5,13,15,1
List A,78,,3732,3053,107,4/40,4/40,28.53,4.90,34.8,3,0,0
Twenty20,103,102,2103,2692,103,4/25,4/25,26.13,7.68,20.4,3,0,0



