,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,18,24,8,571,102*,35.68,1283,44.50,1,1,66,11,10,0
List A,20,16,4,254,58,21.16,371,68.46,0,1,10,3,6,0
Twenty20,26,13,4,154,44*,17.11,120,128.33,0,0,8,7,5,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,18,32,3597,1931,53,9/23,12/165,36.43,3.22,67.8,3,1,1
List A,20,18,896,707,18,3/23,3/23,39.27,4.73,49.7,0,0,0
Twenty20,26,26,476,633,19,4/29,4/29,33.31,7.97,25.0,1,0,0



