,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,2,0,45,23,22.50,43,104.65,0,0,4,1,0,0
ODIs,59,44,20,908,116,37.83,838,108.35,1,4,76,28,17,0
T20Is,21,15,6,142,41*,15.77,127,111.81,0,0,5,5,10,0
First-class,56,84,11,2288,121,31.34,4348,52.62,1,14,230,17,26,0
List A,105,80,27,1700,116,32.07,1846,92.09,1,10,124,44,28,0
Twenty20,134,99,42,1260,73,22.10,986,127.78,0,1,61,50,42,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,1,2,166,98,6,4/51,6/98,16.33,3.54,27.6,1,0,0
ODIs,59,57,2724,2486,80,4/38,4/38,31.07,5.47,34.0,3,0,0
T20Is,21,21,449,605,31,5/27,5/27,19.51,8.08,14.4,0,1,0
First-class,56,103,8981,4367,180,5/5,8/97,24.26,2.91,49.8,7,5,0
List A,105,101,4990,4399,146,4/20,4/20,30.13,5.28,34.1,7,0,0
Twenty20,134,134,2792,3665,158,5/16,5/16,23.19,7.87,17.6,1,3,0
