,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,2,2,1,23,12,23.00,42,54.76,0,0,3,1,0,0
List A,9,8,1,38,9,5.42,60,63.33,0,0,,,2,0
Twenty20,28,13,5,151,57,18.87,143,105.59,0,1,7,10,12,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,2,4,162,68,3,2/15,3/23,22.66,2.51,54.0,0,0,0
List A,9,,331,267,7,3/25,3/25,38.14,4.83,47.2,0,0,0
Twenty20,28,24,472,497,24,4/13,4/13,20.70,6.31,19.6,1,0,0



