,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,38,51,16,1015,73,29.00,2024,50.14,0,5,128,12,18,0
List A,30,22,5,257,34*,15.11,304,84.53,0,0,25,4,14,0
Twenty20,46,26,7,188,41,9.89,167,112.57,0,0,17,7,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,38,60,6777,3518,84,7/91,13/108,41.88,3.11,80.6,1,6,1
List A,30,29,1525,1177,36,3/22,3/22,32.69,4.63,42.3,0,0,0
Twenty20,46,43,799,975,33,3/18,3/18,29.54,7.32,24.2,0,0,0



