,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,2,3,0,98,69,32.66,177,55.36,0,1,14,0,2,0
ODIs,15,9,1,152,62,19.00,160,95.00,0,1,10,6,3,0
T20Is,11,5,2,44,17*,14.66,39,112.82,0,0,4,1,5,0
First-class,48,71,8,1957,154,31.06,2654,73.73,3,10,239,36,43,0
List A,64,42,10,855,90*,26.71,735,116.32,0,3,79,32,18,0
Twenty20,123,70,32,931,82*,24.50,611,152.37,0,1,61,48,48,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,2,4,366,253,4,1/8,2/79,63.25,4.14,91.5,0,0,0
ODIs,15,14,627,623,16,3/63,3/63,38.93,5.96,39.1,0,0,0
T20Is,11,11,240,353,16,4/27,4/27,22.06,8.82,15.0,1,0,0
First-class,48,83,7248,3868,152,8/44,12/101,25.44,3.20,47.6,9,2,1
List A,64,58,2496,2182,73,4/30,4/30,29.89,5.24,34.1,3,0,0
Twenty20,123,121,2614,3315,150,4/9,4/9,22.10,7.60,17.4,5,0,0
