,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,28,48,6,1998,147,47.57,3718,53.73,7,9,238,15,31,0
ODIs,67,65,2,2093,111,33.22,2629,79.61,2,15,205,24,37,0
T20Is,20,20,2,375,61,20.83,331,113.29,0,1,32,6,16,0
First-class,92,155,18,7815,265*,57.04,13588,57.51,27,33,986,56,86,0
List A,133,130,6,4588,187,37.00,,,7,30,,,64,0
Twenty20,143,137,17,3682,103*,30.68,3109,118.43,1,30,378,69,62,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,28,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,67,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,20,-,-,-,-,-,-,-,-,-,-,-,-
First-class,92,9,108,75,0,-,-,-,4.16,-,0,0,0
List A,133,2,42,43,3,2/36,2/36,14.33,6.14,14.0,0,0,0
Twenty20,143,1,6,5,1,1/5,1/5,5.00,5.00,6.0,0,0,0
