,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,3,6,1,70,34,14.00,160,43.75,0,0,4,0,3,0
Twenty20,4,1,0,16,16,16.00,13,123.07,0,0,0,1,0,0




,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,3,5,222,128,3,1/3,2/88,42.66,3.45,74.0,0,0,0
Twenty20,4,4,72,90,3,1/17,1/17,30.00,7.50,24.0,0,0,0




