,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,1,1,0,4,4,4.00,5,80.00,0,0,0,0,0,0
T20Is,1,1,1,10,10*,-,8,125.00,0,0,1,0,0,0
First-class,36,60,3,2189,170,38.40,4142,52.84,4,16,277,22,8,0
List A,32,29,1,775,109,27.67,1070,72.42,1,7,68,19,11,0
Twenty20,27,23,3,404,52,20.20,351,115.09,0,2,36,8,4,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,1,1,24,17,0,-,-,-,4.25,-,0,0,0
T20Is,1,1,6,13,0,-,-,-,13.00,-,0,0,0
First-class,36,48,2337,1242,25,3/24,4/48,49.68,3.18,93.4,0,0,0
List A,32,23,728,612,16,4/43,4/43,38.25,5.04,45.5,1,0,0
Twenty20,27,18,264,347,19,4/15,4/15,18.26,7.88,13.8,1,0,0

