,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,3,2,1,12,9,12.00,13,92.30,0,0,1,0,0,0
T20Is,1,1,1,1,1*,-,2,50.00,0,0,0,0,2,0
First-class,51,65,12,2165,128,40.84,3312,65.36,4,15,295,12,28,0
List A,58,47,17,1132,117*,37.73,1215,93.16,1,4,108,15,12,0
Twenty20,68,52,22,823,65*,27.43,747,110.17,0,2,72,11,17,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,3,3,150,160,1,1/74,1/74,160.00,6.40,150.0,0,0,0
T20Is,1,1,24,42,1,1/42,1/42,42.00,10.50,24.0,0,0,0
First-class,51,86,11733,5674,220,7/93,11/185,25.79,2.90,53.3,10,17,2
List A,58,57,2788,2459,74,5/29,5/29,33.22,5.29,37.6,2,1,0
Twenty20,68,63,1270,1567,50,3/13,3/13,31.34,7.40,25.4,0,0,0

