,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,50,41,10,936,70,30.19,979,95.60,0,6,69,22,22,0
T20Is,25,17,7,232,36,23.20,203,114.28,0,0,18,5,7,0
First-class,91,144,12,5286,150*,40.04,9816,53.85,8,35,,,60,0
List A,165,136,31,3828,113*,36.45,4089,93.61,3,25,,,59,0
Twenty20,123,101,34,1996,72,29.79,1606,124.28,0,6,122,71,46,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,50,33,736,693,14,3/19,3/19,49.50,5.64,52.5,0,0,0
T20Is,25,3,30,27,3,2/15,2/15,9.00,5.40,10.0,0,0,0
First-class,91,,2149,1147,32,3/48,,35.84,3.20,67.1,0,0,0
List A,165,,1828,1687,34,3/16,3/16,49.61,5.53,53.7,0,0,0
Twenty20,123,11,114,176,5,2/15,2/15,35.20,9.26,22.8,0,0,0

