,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,13,21,3,449,72,24.94,1164,38.57,0,1,,,5,0
List A,15,15,0,288,47,19.20,420,68.57,0,0,,,2,0
Twenty20,15,11,4,134,27,19.14,118,113.55,0,0,9,4,4,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,13,,1054,509,13,6/96,,39.15,2.89,81.0,0,1,0
List A,15,,158,131,7,3/24,3/24,18.71,4.97,22.5,0,0,0
Twenty20,15,7,129,165,4,2/18,2/18,41.25,7.67,32.2,0,0,0



