,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,45,60,30,454,52*,15.13,843,53.85,0,1,44,21,20,0
ODIs,32,12,8,58,21*,14.50,72,80.55,0,0,5,3,5,0
T20Is,11,4,0,12,5,3.00,22,54.54,0,0,0,0,6,0
First-class,76,97,39,794,52*,13.68,1641,48.38,0,1,86,30,34,0
List A,59,24,12,107,21*,8.91,140,76.42,0,0,8,3,15,0
Twenty20,52,14,7,29,5,4.14,47,61.70,0,0,0,0,24,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,45,84,9790,4819,166,6/40,10/80,29.03,2.95,58.9,7,5,1
ODIs,32,32,1688,1355,59,5/27,5/27,22.96,4.81,28.6,4,1,0
T20Is,11,11,246,326,15,3/20,3/20,21.73,7.95,16.4,0,0,0
First-class,76,134,15048,7314,268,6/40,10/80,27.29,2.91,56.1,9,13,1
List A,59,57,3019,2486,98,5/27,5/27,25.36,4.94,30.8,6,1,0
Twenty20,52,52,1083,1434,52,3/19,3/19,27.57,7.94,20.8,0,0,0
