,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,16,25,2,978,142,42.52,1604,60.97,3,4,113,18,16,0
List A,11,11,1,411,88,41.10,489,84.04,0,5,35,9,11,0
Twenty20,53,42,6,525,54,14.58,398,131.90,0,2,33,23,18,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,16,13,542,241,5,3/39,3/63,48.20,2.66,108.4,0,0,0
List A,11,8,259,232,12,5/55,5/55,19.33,5.37,21.5,0,1,0
Twenty20,53,20,277,353,7,3/23,3/23,50.42,7.64,39.5,0,0,0



