,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,38,50,8,1825,176,43.45,2968,61.48,6,9,192,45,16,0
List A,70,49,14,1227,100,35.05,1245,98.55,1,7,,,32,0
Twenty20,71,53,19,749,79*,22.02,529,141.58,0,2,49,31,26,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,38,58,5527,2203,76,6/33,6/59,28.98,2.39,72.7,2,2,0
List A,70,,3004,2045,73,5/36,5/36,28.01,4.08,41.1,2,1,0
Twenty20,71,59,1096,1195,57,4/28,4/28,20.96,6.54,19.2,1,0,0



