,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,53,97,9,4493,242*,51.05,9182,48.93,14,23,484,8,47,0
ODIs,93,87,9,3666,145*,47.00,4363,84.02,7,25,340,29,38,0
T20Is,35,33,5,967,72*,34.53,778,124.29,0,5,115,12,19,0
First-class,115,199,16,8893,284*,48.59,17562,50.63,24,46,1037,25,108,0
List A,154,144,17,5787,145*,45.56,7006,82.60,11,37,506,50,65,0
Twenty20,103,95,10,2296,101*,27.01,1932,118.84,1,12,242,35,45,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,53,55,2001,1107,29,4/44,4/44,38.17,3.31,69.0,1,0,0
ODIs,93,51,1083,1013,27,4/22,4/22,37.51,5.61,40.1,1,0,0
T20Is,35,9,76,123,3,1/6,1/6,41.00,9.71,25.3,0,0,0
First-class,115,128,6450,3612,85,5/75,5/59,42.49,3.36,75.8,1,1,0
List A,154,85,2372,2086,57,5/51,5/51,36.59,5.27,41.6,1,1,0
Twenty20,103,50,716,844,27,3/33,3/33,31.25,7.07,26.5,0,0,0
