,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,4,2,0,53,27,26.50,67,79.10,0,0,4,1,1,0
T20Is,4,3,0,35,29,11.66,23,152.17,0,0,1,3,5,0
First-class,48,71,8,1429,109,22.68,1966,72.68,1,6,148,45,15,0
List A,58,43,8,727,98*,20.77,666,109.15,0,2,42,43,17,0
Twenty20,58,46,15,720,42*,23.22,462,155.84,0,0,38,48,24,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,4,4,216,158,5,3/45,3/45,31.60,4.38,43.2,0,0,0
T20Is,4,4,66,99,1,1/18,1/18,99.00,9.00,66.0,0,0,0
First-class,48,87,8113,4564,161,6/37,8/78,28.34,3.37,50.3,7,6,0
List A,58,58,2968,2585,83,4/27,4/27,31.14,5.22,35.7,4,0,0
Twenty20,58,58,1047,1467,47,3/24,3/24,31.21,8.40,22.2,0,0,0

