,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,1,0,5,5,5.00,15,33.33,0,0,1,0,1,0
ODIs,49,33,11,290,42,13.18,311,93.24,0,0,31,6,19,0
T20Is,24,12,6,56,17,9.33,66,84.84,0,0,3,1,3,0
First-class,77,96,25,1344,89,18.92,2268,59.25,0,4,139,26,71,0
List A,140,82,27,884,51*,16.07,1015,87.09,0,1,86,16,71,0
Twenty20,88,43,18,259,20,10.36,277,93.50,0,0,14,7,30,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,1,2,138,96,0,-,-,-,4.17,-,0,0,0
ODIs,49,47,2358,1874,53,4/13,4/13,35.35,4.76,44.4,1,0,0
T20Is,24,23,486,549,25,4/46,4/46,21.96,6.77,19.4,1,0,0
First-class,77,133,16698,7933,390,8/70,11/180,20.34,2.85,42.8,19,32,6
List A,140,136,6763,4556,202,5/23,5/23,22.55,4.04,33.4,6,3,0
Twenty20,88,87,1912,2036,97,4/26,4/26,20.98,6.38,19.7,2,0,0
