,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,53,71,9,1709,137,27.56,2604,65.62,2,9,,,11,0
List A,47,34,9,534,62,21.36,496,107.66,0,1,,,13,0
Twenty20,33,21,8,277,42,21.30,170,162.94,0,0,20,15,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,53,,9717,4314,186,7/43,,23.19,2.66,52.2,7,6,0
List A,47,,2210,1628,62,5/21,5/21,26.25,4.41,35.6,1,1,0
Twenty20,33,32,643,824,27,3/15,3/15,30.51,7.68,23.8,0,0,0



