,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,33,32,9,1541,119,67.00,1757,87.70,5,9,130,29,13,0
T20Is,9,9,4,214,56,42.80,166,128.91,0,1,11,7,3,0
First-class,145,213,33,8864,259*,49.24,,,25,40,,,89,0
List A,194,162,48,5219,180,45.78,,,9,28,,,59,0
Twenty20,282,247,56,5605,121*,29.34,4126,135.84,2,24,336,247,110,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,33,33,1580,1327,55,4/31,4/31,24.12,5.03,28.7,3,0,0
T20Is,9,9,204,241,12,3/23,3/23,20.08,7.08,17.0,0,0,0
First-class,145,,10735,7069,208,6/20,,33.98,3.95,51.6,7,7,0
List A,194,,5116,4913,162,5/50,5/50,30.32,5.76,31.5,6,1,0
Twenty20,282,127,2011,2704,104,4/24,4/24,26.00,8.06,19.3,1,0,0

