,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,90,154,7,6167,228,41.95,12270,50.26,14,26,887,47,94,0
ODIs,248,240,16,8094,175,36.13,9721,83.26,21,37,930,128,108,0
T20Is,23,23,1,400,90*,18.18,318,125.78,0,3,45,12,8,0
First-class,193,331,13,13425,228,42.21,,,31,60,,,176,0
List A,389,370,32,11976,175,35.43,,,27,62,,,171,0
Twenty20,171,167,13,3895,101*,25.29,3163,123.14,1,28,404,120,76,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,90,1,6,4,0,-,-,-,4.00,-,0,0,0
ODIs,248,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,23,-,-,-,-,-,-,-,-,-,-,-,-
First-class,193,,138,78,3,2/14,,26.00,3.39,46.0,,0,0
List A,389,,66,57,2,1/16,1/16,28.50,5.18,33.0,0,0,0
Twenty20,171,-,-,-,-,-,-,-,-,-,-,-,-
