,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,13,13,2,236,117*,21.45,167,141.31,1,1,20,15,4,0
First-class,75,121,12,4092,168,37.54,6234,65.64,7,26,579,33,54,0
List A,106,99,5,3374,166,35.89,3302,102.18,6,18,,,34,0
Twenty20,165,158,11,4140,117*,28.16,2896,142.95,3,27,414,202,46,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,13,-,-,-,-,-,-,-,-,-,-,-,-
First-class,75,-,-,-,-,-,-,-,-,-,-,-,-
List A,106,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,165,-,-,-,-,-,-,-,-,-,-,-,-


