,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,21,34,2,966,141*,30.18,1736,55.64,2,4,130,7,9,0
List A,40,39,1,733,72,19.28,972,75.41,0,2,86,9,24,0
Twenty20,94,90,10,2023,89,25.28,1517,133.35,0,10,224,64,26,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,21,1,6,7,0,-,-,-,7.00,-,0,0,0
List A,40,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,94,1,6,10,0,-,-,-,10.00,-,0,0,0



