,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,14,19,3,116,30,7.25,276,42.02,0,0,16,1,6,0
ODIs,58,20,10,104,23,10.40,242,42.97,0,0,5,1,13,0
T20Is,10,2,2,3,2*,-,3,100.00,0,0,0,0,2,0
First-class,89,114,27,869,47,9.98,,,0,0,,,34,0
List A,136,63,21,443,35,10.54,707,62.65,0,0,,,40,0
Twenty20,132,50,25,108,18,4.32,148,72.97,0,0,4,2,42,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,14,25,2534,1682,40,5/59,7/117,42.05,3.98,63.3,3,1,0
ODIs,58,57,2565,2343,69,4/35,4/35,33.95,5.48,37.1,2,0,0
T20Is,10,9,198,225,15,4/13,4/13,15.00,6.81,13.2,1,0,0
First-class,89,,16255,8744,283,6/50,,30.89,3.22,57.4,13,11,1
List A,136,,6378,5460,190,5/30,5/30,28.73,5.13,33.5,6,3,0
Twenty20,132,131,2903,3638,146,5/8,5/8,24.91,7.51,19.8,3,1,0
