,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,153,237,32,9640,205*,47.02,,,27,49,,,105,1
List A,130,122,32,4126,148,45.84,,,5,26,,,52,0
Twenty20,86,67,17,1102,52,22.04,1052,104.75,0,1,95,19,25,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,153,,3672,1853,40,3/15,,46.32,3.02,91.8,,0,0
List A,130,,1066,878,25,3/36,3/36,35.12,4.94,42.6,0,0,0
Twenty20,86,8,104,143,5,3/33,3/33,28.60,8.25,20.8,0,0,0



