,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,22,31,6,1215,111,48.60,2551,47.62,3,9,144,16,18,0
List A,19,16,3,271,59,20.84,356,76.12,0,1,18,3,2,0
Twenty20,21,14,2,127,34,10.58,129,98.44,0,0,7,0,16,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,22,27,1446,652,14,2/23,3/43,46.57,2.70,103.2,0,0,0
List A,19,14,384,299,10,2/36,2/36,29.90,4.67,38.4,0,0,0
Twenty20,21,15,201,299,8,2/12,2/12,37.37,8.92,25.1,0,0,0



