,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,58,112,5,3329,166*,31.11,7584,43.89,5,21,,,55,0
List A,49,49,1,1195,79,24.89,1691,70.66,0,9,,,17,0
Twenty20,78,73,7,1965,108*,29.77,1542,127.43,1,9,198,62,30,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,58,,1226,574,13,3/45,4/71,44.15,2.80,94.3,0,0,0
List A,49,,110,121,1,1/24,1/24,121.00,6.60,110.0,0,0,0
Twenty20,78,27,400,517,21,3/18,3/18,24.61,7.75,19.0,0,0,0



