,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,5,4,1,65,33*,21.66,48,135.41,0,0,3,4,2,0
First-class,40,69,8,2708,250,44.39,4859,55.73,6,12,337,45,26,0
List A,39,39,5,1070,98,31.47,1181,90.60,0,9,99,35,18,0
Twenty20,80,75,11,2045,101,31.95,1453,140.74,1,13,135,120,32,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,5,-,-,-,-,-,-,-,-,-,-,-,-
First-class,40,8,84,64,0,-,-,-,4.57,-,0,0,0
List A,39,7,69,45,1,1/3,1/3,45.00,3.91,69.0,0,0,0
Twenty20,80,7,78,93,3,2/15,2/15,31.00,7.15,26.0,0,0,0


